t, ekin, erot, evib_1, evib_2, evib_3, evib_4
1.7117117117117117e-06, 1.2624760240248737e-19, 1.3082257244125587e-19, 5.906036392060009e-20, 1.365602071248227e-19, 1.634267499879493e-19, 2.0088683121827509e-19
1.7217217217217217e-06, 1.262188956443892e-19, 1.307389500043014e-19, 5.905526040517804e-20, 1.3657937341259456e-19, 1.6347125121969291e-19, 2.0094059640923446e-19
1.7317317317317317e-06, 1.2619051569660957e-19, 1.3065633696605644e-19, 5.905003572769708e-20, 1.3659819096591793e-19, 1.6351529455696404e-19, 2.009939531821454e-19
1.7417417417417418e-06, 1.2616245836867843e-19, 1.3057472065222367e-19, 5.904469292490109e-20, 1.3661666459768658e-19, 1.6355888505526326e-19, 2.0104690549663755e-19
1.7517517517517518e-06, 1.2613471953718597e-19, 1.3049408854912077e-19, 5.903923498031403e-20, 1.3663479905584973e-19, 1.6360202770767426e-19, 2.0109945726524574e-19
1.7617617617617618e-06, 1.261072951440886e-19, 1.3041442830182363e-19, 5.903366482515282e-20, 1.3665259902440136e-19, 1.6364472744580261e-19, 2.011516123541215e-19
1.7717717717717719e-06, 1.260801811950828e-19, 1.3033572771231647e-19, 5.902798533922084e-20, 1.3667006912434824e-19, 1.636869891406937e-19, 2.0120337458372842e-19
1.7817817817817819e-06, 1.2605337375804841e-19, 1.302579747376497e-19, 5.902219935178277e-20, 1.3668721391465753e-19, 1.6372881760373042e-19, 2.0125474772952165e-19
1.791791791791792e-06, 1.2602686896155408e-19, 1.3018115748810685e-19, 5.901630964242115e-20, 1.367040378931846e-19, 1.6377021758751133e-19, 2.0130573552261248e-19
1.801801801801802e-06, 1.2600066299342358e-19, 1.3010526422538115e-19, 5.901031894187554e-20, 1.3672054549758183e-19, 1.6381119378671032e-19, 2.0135634165041817e-19
1.8118118118118118e-06, 1.2597475209935837e-19, 1.3003028336076277e-19, 5.900422993286455e-20, 1.3673674110618897e-19, 1.6385175083891798e-19, 2.0140656975729797e-19
1.8218218218218218e-06, 1.2594913258161513e-19, 1.2995620345333743e-19, 5.899804525089134e-20, 1.3675262903890559e-19, 1.6389189332546565e-19, 2.014564234451754e-19
1.8318318318318318e-06, 1.2592380079773353e-19, 1.2988301320819704e-19, 5.899176748503321e-20, 1.3676821355804645e-19, 1.6393162577223256e-19, 2.0150590627414775e-19
1.8418418418418418e-06, 1.2589875315931233e-19, 1.2981070147466295e-19, 5.898539917871561e-20, 1.3678349886918008e-19, 1.6397095265043676e-19, 2.015550217630827e-19
1.8518518518518519e-06, 1.2587398613083227e-19, 1.297392572445225e-19, 5.897894283047106e-20, 1.367984891219513e-19, 1.6400987837741025e-19, 2.0160377339020316e-19
1.861861861861862e-06, 1.2584949622852105e-19, 1.296686696502792e-19, 5.89724008946834e-20, 1.3681318841088795e-19, 1.6404840731735896e-19, 2.0165216459365999e-19
1.871871871871872e-06, 1.258252800192611e-19, 1.2959892796341726e-19, 5.896577578231791e-20, 1.3682760077619265e-19, 1.6408654378210796e-19, 2.0170019877209364e-19
1.881881881881882e-06, 1.2580133411953545e-19, 1.2953002159268065e-19, 5.895906986163751e-20, 1.3684173020451969e-19, 1.6412429203183252e-19, 2.0174787928518474e-19
1.891891891891892e-06, 1.2577765519441112e-19, 1.2946194008236705e-19, 5.895228545890551e-20, 1.3685558062973773e-19, 1.6416165627577515e-19, 2.0179520945419397e-19
1.901901901901902e-06, 1.2575423995655802e-19, 1.2939467311063733e-19, 5.894542485907532e-20, 1.3686915593367865e-19, 1.641986406729495e-19, 2.018421925624918e-19
1.911911911911912e-06, 1.2573108516530064e-19, 1.293282104878404e-19, 5.893849030646735e-20, 1.3688245994687292e-19, 1.6423524933283109e-19, 2.0188883185607815e-19
1.921921921921922e-06, 1.2570818762570283e-19, 1.292625421548541e-19, 5.893148400543359e-20, 1.368954964492719e-19, 1.6427148631603563e-19, 2.019351305440925e-19
1.931931931931932e-06, 1.2568554418768166e-19, 1.2919765818144212e-19, 5.892440812101e-20, 1.3690826917095739e-19, 1.643073556349849e-19, 2.0198109179931444e-19
1.941941941941942e-06, 1.2566315174515083e-19, 1.2913354876462715e-19, 5.891726477955726e-20, 1.3692078179283894e-19, 1.643428612545609e-19, 2.0202671875865539e-19
1.951951951951952e-06, 1.256410072351913e-19, 1.2907020422708053e-19, 5.891005606938988e-20, 1.36933037947339e-19, 1.6437800709274857e-19, 2.0207201452364127e-19
1.961961961961962e-06, 1.256191076372476e-19, 1.2900761501552846e-19, 5.890278404139423e-20, 1.3694504121906648e-19, 1.64412797021267e-19, 2.0211698216088671e-19
1.971971971971972e-06, 1.255974499723503e-19, 1.2894577169917487e-19, 5.889545070963561e-20, 1.3695679514547875e-19, 1.6444723486619e-19, 2.0216162470256097e-19
1.981981981981982e-06, 1.255760313023603e-19, 1.2888466496814117e-19, 5.888805805195466e-20, 1.3696830321753272e-19, 1.6448132440855594e-19, 2.0220594514684566e-19
1.991991991991992e-06, 1.2555484872923762e-19, 1.288242856319227e-19, 5.888060801055336e-20, 1.3697956888032492e-19, 1.6451506938496734e-19, 2.022499464583846e-19
2.002002002002002e-06, 1.2553389939432969e-19, 1.287646246178623e-19, 5.887310249257084e-20, 1.3699059553372115e-19, 1.645484734881803e-19, 2.022936315687262e-19
2.012012012012012e-06, 1.2551318047768273e-19, 1.2870567296964048e-19, 5.886554337064933e-20, 1.3700138653297575e-19, 1.6458154036768425e-19, 2.0233700337675805e-19
2.022022022022022e-06, 1.2549268919736988e-19, 1.2864742184578286e-19, 5.885793248349038e-20, 1.3701194518934088e-19, 1.64614273630272e-19, 2.0238006474913456e-19
2.032032032032032e-06, 1.2547242280884056e-19, 1.2858986251818443e-19, 5.885027163640151e-20, 1.3702227477066592e-19, 1.646466768406007e-19, 2.0242281852069737e-19
2.042042042042042e-06, 1.2545237860428643e-19, 1.285329863706506e-19, 5.884256260183375e-20, 1.370323785019873e-19, 1.6467875352174348e-19, 2.0246526749488891e-19
2.0520520520520522e-06, 1.2543255391202463e-19, 1.2847678489745536e-19, 5.883480711991e-20, 1.3704225956610908e-19, 1.6471050715573243e-19, 2.0250741444415914e-19
2.062062062062062e-06, 1.2541294609589702e-19, 1.284212497019162e-19, 5.882700689894452e-20, 1.370519211041742e-19, 1.6474194118409275e-19, 2.025492621103659e-19
2.0720720720720723e-06, 1.253935525546868e-19, 1.2836637249498568e-19, 5.88191636159538e-20, 1.3706136621622695e-19, 1.6477305900836866e-19, 2.0259081320516867e-19
2.082082082082082e-06, 1.25374370721548e-19, 1.2831214509385997e-19, 5.881127891715886e-20, 1.370705979617666e-19, 1.6480386399064083e-19, 2.026320704104163e-19
2.0920920920920923e-06, 1.253553980634506e-19, 1.2825855942060392e-19, 5.880335441847931e-20, 1.3707961936029251e-19, 1.6483435945403592e-19, 2.026730363785283e-19
2.102102102102102e-06, 1.25336632080639e-19, 1.2820560750079269e-19, 5.879539170601917e-20, 1.3708843339184086e-19, 1.6486454868322821e-19, 2.0271371373287065e-19
2.112112112112112e-06, 1.25318070306104e-19, 1.2815328146216984e-19, 5.878739233654481e-20, 1.370970429975132e-19, 1.6489443492493345e-19, 2.0275410506812523e-19
2.1221221221221222e-06, 1.2529971030506756e-19, 1.2810157353332192e-19, 5.877935783795498e-20, 1.3710545107999697e-19, 1.649240213883952e-19, 2.0279421295065402e-19
2.132132132132132e-06, 1.2528154967447856e-19, 1.280504760423692e-19, 5.877128970974323e-20, 1.3711366050407818e-19, 1.6495331124586385e-19, 2.0283403991885748e-19
2.1421421421421423e-06, 1.2526358604252293e-19, 1.2799998141567255e-19, 5.876318942345284e-20, 1.3712167409714636e-19, 1.6498230763306836e-19, 2.0287358848352748e-19
2.152152152152152e-06, 1.2524581706814166e-19, 1.2795008217655655e-19, 5.87550584231243e-20, 1.3712949464969205e-19, 1.6501101364968098e-19, 2.0291286112819505e-19
2.1621621621621623e-06, 1.2522824044056205e-19, 1.2790077094404824e-19, 5.874689812573568e-20, 1.3713712491579676e-19, 1.65039432359775e-19, 2.0295186030947277e-19
2.172172172172172e-06, 1.2521085387883918e-19, 1.2785204043163188e-19, 5.873870992163585e-20, 1.371445676136158e-19, 1.650675667922757e-19, 2.029905884573921e-19
2.1821821821821824e-06, 1.2519365513140579e-19, 1.2780388344601932e-19, 5.873049517497074e-20, 1.371518254258541e-19, 1.6509541994140484e-19, 2.0302904797573567e-19
2.192192192192192e-06, 1.2517664197563402e-19, 1.2775629288593574e-19, 5.872225522410289e-20, 1.3715890100023474e-19, 1.651229947671183e-19, 2.0306724124236478e-19
2.2022022022022024e-06, 1.2515981221740475e-19, 1.27709261740921e-19, 5.871399138202416e-20, 1.37165796949961e-19, 1.6515029419553768e-19, 2.0310517060954195e-19
2.2122122122122123e-06, 1.251431636906866e-19, 1.2766278309014606e-19, 5.870570493676203e-20, 1.3717251585417147e-19, 1.651773211193755e-19, 2.0314283840424881e-19
2.222222222222222e-06, 1.2512669425712423e-19, 1.2761685010124466e-19, 5.869739715177935e-20, 1.3717906025838875e-19, 1.6520407839835417e-19, 2.0318024692849945e-19
2.2322322322322323e-06, 1.2511040180563324e-19, 1.2757145602915967e-19, 5.868906926636781e-20, 1.371854326749615e-19, 1.6523056885961912e-19, 2.0321739845964913e-19
2.242242242242242e-06, 1.2509428425200583e-19, 1.2752659421500453e-19, 5.868072249603524e-20, 1.3719163558350033e-19, 1.652567952981459e-19, 2.0325429525069864e-19
2.2522522522522524e-06, 1.2507833953852158e-19, 1.2748225808493924e-19, 5.867235803288671e-20, 1.371976714313073e-19, 1.6528276047714147e-19, 2.032909395305942e-19
2.262262262262262e-06, 1.2506256563356731e-19, 1.2743844114906075e-19, 5.866397704599976e-20, 1.3720354263379951e-19, 1.6530846712843994e-19, 2.0332733350452325e-19
2.2722722722722724e-06, 1.2504696053126421e-19, 1.273951370003078e-19, 5.865558068179367e-20, 1.372092515749264e-19, 1.6533391795289254e-19, 2.0336347935420584e-19
2.2822822822822822e-06, 1.2503152225110175e-19, 1.273523393133799e-19, 5.864717006439295e-20, 1.3721480060758147e-19, 1.6535911562075227e-19, 2.033993792381821e-19
2.2922922922922925e-06, 1.250162488375785e-19, 1.2731004184367044e-19, 5.863874629598526e-20, 1.3722019205400784e-19, 1.65384062772053e-19, 2.0343503529209552e-19
2.3023023023023023e-06, 1.2500113835984918e-19, 1.272682384262135e-19, 5.863031045717357e-20, 1.3722542820619848e-19, 1.654087620169834e-19, 2.034704496289723e-19
2.3123123123123125e-06, 1.2498618891137995e-19, 1.2722692297464448e-19, 5.862186360732302e-20, 1.3723051132629055e-19, 1.6543321593625568e-19, 2.0350562433949687e-19
2.3223223223223224e-06, 1.24971398609607e-19, 1.271860894801744e-19, 5.861340678490226e-20, 1.3723544364695436e-19, 1.6545742708146901e-19, 2.0354056149228347e-19
2.332332332332332e-06, 1.2495676559560422e-19, 1.271457320105774e-19, 5.860494100781959e-20, 1.3724022737177694e-19, 1.6548139797546832e-19, 2.0357526313414406e-19
2.3423423423423424e-06, 1.2494228803375468e-19, 1.2710584470919166e-19, 5.859646727375382e-20, 1.3724486467564015e-19, 1.655051311126977e-19, 2.0360973129035247e-19
2.3523523523523522e-06, 1.2492796411142922e-19, 1.2706642179393333e-19, 5.858798656048006e-20, 1.3724935770509368e-19, 1.6552862895954924e-19, 2.0364396796490492e-19
2.3623623623623625e-06, 1.249137920386698e-19, 1.270274575563234e-19, 5.857949982619043e-20, 1.3725370857872287e-19, 1.655518939547071e-19, 2.0367797514077697e-19
2.3723723723723723e-06, 1.2489977004787794e-19, 1.2698894636052744e-19, 5.857100800980992e-20, 1.372579193875114e-19, 1.655749285094867e-19, 2.0371175478017706e-19
2.3823823823823825e-06, 1.2488589639351057e-19, 1.2695088264240793e-19, 5.856251203130724e-20, 1.3726199219519906e-19, 1.6559773500816948e-19, 2.0374530882479635e-19
2.3923923923923923e-06, 1.248721693517774e-19, 1.2691326090858896e-19, 5.855401279200102e-20, 1.3726592903863465e-19, 1.6562031580833303e-19, 2.0377863919605544e-19
2.4024024024024026e-06, 1.2485858722034775e-19, 1.2687607573553346e-19, 5.854551117486121e-20, 1.3726973192812385e-19, 1.6564267324117673e-19, 2.0381174779534754e-19
2.4124124124124124e-06, 1.2484514831805785e-19, 1.2683932176863246e-19, 5.85370080448059e-20, 1.3727340284777264e-19, 1.6566480961184315e-19, 2.038446365042785e-19
2.4224224224224226e-06, 1.2483185098462635e-19, 1.2680299372130639e-19, 5.852850424899358e-20, 1.3727694375582577e-19, 1.6568672719973495e-19, 2.0387730718490353e-19
2.4324324324324325e-06, 1.248186935803724e-19, 1.2676708637411828e-19, 5.85200006171109e-20, 1.3728035658500083e-19, 1.6570842825882755e-19, 2.0390976167996066e-19
2.4424424424424427e-06, 1.248056744859391e-19, 1.267315945738987e-19, 5.851149796165605e-20, 1.3728364324281763e-19, 1.6572991501797776e-19, 2.0394200181310132e-19
2.4524524524524525e-06, 1.2479279210202165e-19, 1.266965132328822e-19, 5.850299707821776e-20, 1.3728680561192322e-19, 1.6575118968122812e-19, 2.0397402938911754e-19
2.4624624624624623e-06, 1.2478004484909902e-19, 1.266618373278553e-19, 5.849449874575006e-20, 1.3728984555041247e-19, 1.657722544281073e-19, 2.0400584619416632e-19
2.4724724724724726e-06, 1.2476743116717022e-19, 1.2662756189931566e-19, 5.84860037268429e-20, 1.372927648921444e-19, 1.6579311141392645e-19, 2.0403745399599096e-19
2.4824824824824824e-06, 1.2475494951549453e-19, 1.2659368205064231e-19, 5.847751276798852e-20, 1.3729556544705408e-19, 1.658137627700716e-19, 2.040688545441394e-19
2.4924924924924926e-06, 1.2474259837233686e-19, 1.2656019294727721e-19, 5.846902659984381e-20, 1.372982490014606e-19, 1.6583421060429222e-19, 2.041000495701798e-19
2.5025025025025024e-06, 1.2473037623471484e-19, 1.2652708981591723e-19, 5.846054593748874e-20, 1.373008173183706e-19, 1.6585445700098607e-19, 2.0413104078791301e-19
2.5125125125125127e-06, 1.2471828161815206e-19, 1.2649436794371712e-19, 5.84520714806807e-20, 1.3730327213777798e-19, 1.6587450402148007e-19, 2.0416182989358266e-19
2.5225225225225225e-06, 1.2470631305643327e-19, 1.2646202267750303e-19, 5.844360391410508e-20, 1.3730561517695947e-19, 1.6589435370430767e-19, 2.0419241856608206e-19
2.5325325325325327e-06, 1.2469446910136466e-19, 1.2643004942299631e-19, 5.843514390762204e-20, 1.3730784813076634e-19, 1.6591400806548248e-19, 2.042228084671586e-19
2.5425425425425426e-06, 1.2468274832253728e-19, 1.263984436440478e-19, 5.842669211650942e-20, 1.373099726719121e-19, 1.659334690987684e-19, 2.0425300124161545e-19
2.552552552552553e-06, 1.2467114930709304e-19, 1.2636720086188217e-19, 5.841824918170204e-20, 1.373119904512565e-19, 1.659527387759461e-19, 2.042829985175106e-19
2.5625625625625626e-06, 1.2465967065949597e-19, 1.2633631665435224e-19, 5.840981573002735e-20, 1.3731390309808563e-19, 1.659718190470761e-19, 2.0431280190635332e-19
2.5725725725725724e-06, 1.2464831100130466e-19, 1.2630578665520342e-19, 5.840139237443748e-20, 1.3731571222038842e-19, 1.6599071184075847e-19, 2.0434241300329802e-19
2.5825825825825827e-06, 1.2463706897095126e-19, 1.262756065533476e-19, 5.839297971423773e-20, 1.3731741940512937e-19, 1.6600941906438896e-19, 2.0437183338733566e-19
2.5925925925925925e-06, 1.2462594322351958e-19, 1.26245772092147e-19, 5.838457833531168e-20, 1.3731902621851773e-19, 1.6602794260441203e-19, 2.0440106462148257e-19
2.6026026026026027e-06, 1.2461493243053003e-19, 1.2621627906870722e-19, 5.837618881034274e-20, 1.373205342062731e-19, 1.6604628432657052e-19, 2.0443010825296697e-19
2.6126126126126125e-06, 1.246040352797257e-19, 1.2618712333317998e-19, 5.83678116990325e-20, 1.373219448938875e-19, 1.6606444607615194e-19, 2.0445896581341287e-19
2.6226226226226228e-06, 1.2459325047486238e-19, 1.2615830078807484e-19, 5.835944754831561e-20, 1.3732325978688404e-19, 1.6608242967823184e-19, 2.0448763881902185e-19
2.6326326326326326e-06, 1.2458257673550067e-19, 1.2612980738758026e-19, 5.835109689257148e-20, 1.373244803710721e-19, 1.6610023693791383e-19, 2.0451612877075226e-19
2.642642642642643e-06, 1.2457201279680202e-19, 1.2610163913689353e-19, 5.834276025383277e-20, 1.3732560811279922e-19, 1.6611786964056658e-19, 2.0454443715449628e-19
2.6526526526526527e-06, 1.2456155740932812e-19, 1.260737920915597e-19, 5.833443814199064e-20, 1.3732664445919967e-19, 1.6613532955205782e-19, 2.0457256544125456e-19
2.662662662662663e-06, 1.2455120933884063e-19, 1.2604626235681917e-19, 5.832613105499699e-20, 1.3732759083843965e-19, 1.6615261841898524e-19, 2.046005150873088e-19
2.6726726726726727e-06, 1.24540967366107e-19, 1.2601904608696413e-19, 5.83178394790635e-20, 1.3732844865995949e-19, 1.661697379689045e-19, 2.0462828753439197e-19
2.6826826826826825e-06, 1.2453083028670647e-19, 1.2599213948470325e-19, 5.830956388885779e-20, 1.373292193147124e-19, 1.6618668991055425e-19, 2.0465588420985639e-19
2.6926926926926928e-06, 1.2452079691084066e-19, 1.2596553880053508e-19, 5.830130474769647e-20, 1.3732990417540037e-19, 1.6620347593407843e-19, 2.0468330652683961e-19
2.7027027027027026e-06, 1.2451086606314503e-19, 1.2593924033212956e-19, 5.829306250773534e-20, 1.3733050459670672e-19, 1.6622009771124546e-19, 2.047105558844284e-19
2.712712712712713e-06, 1.2450103658250488e-19, 1.2591324042371787e-19, 5.82848376101567e-20, 1.3733102191552584e-19, 1.6623655689566488e-19, 2.047376336678203e-19
2.7227227227227226e-06, 1.244913073218722e-19, 1.2588753546549025e-19, 5.827663048535372e-20, 1.3733145745118977e-19, 1.6625285512300114e-19, 2.0476454124848345e-19
2.732732732732733e-06, 1.2448167714808577e-19, 1.2586212189300189e-19, 5.826844155311213e-20, 1.3733181250569195e-19, 1.6626899401118463e-19, 2.0479127998431414e-19
2.7427427427427427e-06, 1.2447214494169434e-19, 1.258369961865866e-19, 5.82602712227891e-20, 1.373320883639079e-19, 1.6628497516062006e-19, 2.048178512197925e-19
2.752752752752753e-06, 1.2446270959678114e-19, 1.2581215487077837e-19, 5.82521198934894e-20, 1.373322862938132e-19, 1.6630080015439226e-19, 2.0484425628613613e-19
2.7627627627627628e-06, 1.244533700207914e-19, 1.2578759451374054e-19, 5.824398795423882e-20, 1.373324075466985e-19, 1.6631647055846927e-19, 2.0487049650145195e-19
2.772772772772773e-06, 1.244441251343624e-19, 1.2576331172670247e-19, 5.82358757841551e-20, 1.3733245335738177e-19, 1.6633198792190289e-19, 2.0489657317088591e-19
2.782782782782783e-06, 1.244349738711551e-19, 1.257393031634037e-19, 5.822778375261609e-20, 1.373324249444179e-19, 1.6634735377702676e-19, 2.0492248758677095e-19
2.792792792792793e-06, 1.244259151776893e-19, 1.257155655195455e-19, 5.821971221942551e-20, 1.3733232351030533e-19, 1.663625696396518e-19, 2.0494824102877303e-19
2.802802802802803e-06, 1.2441694801317984e-19, 1.2569209553224964e-19, 5.821166153497608e-20, 1.3733215024169032e-19, 1.6637763700925931e-19, 2.049738347640354e-19
2.8128128128128127e-06, 1.2440807134937514e-19, 1.2566888997952437e-19, 5.820363204041016e-20, 1.3733190630956832e-19, 1.6639255736919162e-19, 2.0499927004732098e-19
2.822822822822823e-06, 1.2439928417039897e-19, 1.2564594567973736e-19, 5.819562406777805e-20, 1.3733159286948283e-19, 1.664073321868403e-19, 2.0502454812115296e-19
2.8328328328328327e-06, 1.2439058547259365e-19, 1.2562325949109572e-19, 5.818763794019378e-20, 1.3733121106172168e-19, 1.6642196291383196e-19, 2.050496702159537e-19
2.842842842842843e-06, 1.2438197426436473e-19, 1.2560082831113279e-19, 5.817967397198856e-20, 1.3733076201151086e-19, 1.6643645098621183e-19, 2.0507463755018178e-19
2.852852852852853e-06, 1.2437344956602872e-19, 1.2557864907620185e-19, 5.817173246886187e-20, 1.373302468292056e-19, 1.66450797824625e-19, 2.0509945133046751e-19
2.862862862862863e-06, 1.2436501040966282e-19, 1.2555671876097628e-19, 5.81638137280303e-20, 1.3732966661047932e-19, 1.664650048344953e-19, 2.051241127517465e-19
2.872872872872873e-06, 1.243566558389562e-19, 1.2553503437795662e-19, 5.815591803837408e-20, 1.373290224365098e-19, 1.6647907340620208e-19, 2.0514862299739177e-19
2.882882882882883e-06, 1.2434838490906334e-19, 1.2551359297698385e-19, 5.814804568058132e-20, 1.3732831537416324e-19, 1.6649300491525463e-19, 2.0517298323934418e-19
2.892892892892893e-06, 1.2434019668645962e-19, 1.254923916447593e-19, 5.814019692729021e-20, 1.3732754647617577e-19, 1.6650680072246457e-19, 2.0519719463824106e-19
2.902902902902903e-06, 1.243320902487988e-19, 1.2547142750437075e-19, 5.813237204322883e-20, 1.373267167813327e-19, 1.66520462174116e-19, 2.0522125834354353e-19
2.912912912912913e-06, 1.2432406468477174e-19, 1.254506977148249e-19, 5.812457128535302e-20, 1.3732582731464542e-19, 1.6653399060213352e-19, 2.0524517549366198e-19
2.922922922922923e-06, 1.2431611909396823e-19, 1.2543019947058593e-19, 5.811679490298205e-20, 1.3732487908752606e-19, 1.665473873242482e-19, 2.0526894721608014e-19
2.932932932932933e-06, 1.243082525867394e-19, 1.2540993000112007e-19, 5.810904313793216e-20, 1.3732387309795992e-19, 1.6656065364416148e-19, 2.052925746274775e-19
2.942942942942943e-06, 1.2430046428406296e-19, 1.2538988657044636e-19, 5.810131622464821e-20, 1.373228103306756e-19, 1.6657379085170702e-19, 2.0531605883385037e-19
2.952952952952953e-06, 1.2429275331740936e-19, 1.2537006647669316e-19, 5.809361439033313e-20, 1.3732169175731305e-19, 1.6658680022301055e-19, 2.0533940093063125e-19
2.962962962962963e-06, 1.2428511882861047e-19, 1.253504670516605e-19, 5.808593785507557e-20, 1.3732051833658943e-19, 1.665996830206477e-19, 2.0536260200280695e-19
2.972972972972973e-06, 1.2427755996972902e-19, 1.2533108566038836e-19, 5.807828683197545e-20, 1.373192910144628e-19, 1.666124404937999e-19, 2.0538566312503495e-19
2.982982982982983e-06, 1.2427007590293163e-19, 1.253119197007304e-19, 5.807066152726762e-20, 1.3731801072429378e-19, 1.6662507387840842e-19, 2.0540858536175867e-19
2.992992992992993e-06, 1.2426266580036098e-19, 1.2529296660293342e-19, 5.806306214044371e-20, 1.3731667838700508e-19, 1.6663758439732636e-19, 2.0543136976732102e-19
3.003003003003003e-06, 1.2425532884401148e-19, 1.2527422382922236e-19, 5.805548886437198e-20, 1.3731529491123907e-19, 1.6664997326046886e-19, 2.0545401738607677e-19
3.0130130130130133e-06, 1.242480642256063e-19, 1.2525568887339072e-19, 5.80479418854154e-20, 1.3731386119351323e-19, 1.666622416649615e-19, 2.0547652925250337e-19
3.023023023023023e-06, 1.2424087114647547e-19, 1.2523735926039626e-19, 5.804042138354791e-20, 1.3731237811837367e-19, 1.6667439079528669e-19, 2.0549890639131055e-19
3.033033033033033e-06, 1.2423374881743573e-19, 1.2521923254596226e-19, 5.803292753246886e-20, 1.3731084655854672e-19, 1.6668642182342846e-19, 2.0552114981754843e-19
3.043043043043043e-06, 1.242266964586727e-19, 1.2520130631618374e-19, 5.802546049971574e-20, 1.3730926737508853e-19, 1.6669833590901538e-19, 2.0554326053671447e-19
3.053053053053053e-06, 1.24219713299623e-19, 1.2518357818713904e-19, 5.801802044677511e-20, 1.3730764141753277e-19, 1.6671013419946162e-19, 2.0556523954485896e-19
3.063063063063063e-06, 1.2421279857885982e-19, 1.2516604580450637e-19, 5.80106075291919e-20, 1.373059695240365e-19, 1.6672181783010652e-19, 2.0558708782868934e-19
3.073073073073073e-06, 1.2420595154397884e-19, 1.2514870684318542e-19, 5.800322189667691e-20, 1.3730425252152405e-19, 1.6673338792435219e-19, 2.056088063656731e-19
3.0830830830830832e-06, 1.2419917145148524e-19, 1.2513155900692402e-19, 5.799586369321277e-20, 1.3730249122582926e-19, 1.667448455937996e-19, 2.056303961241396e-19
3.093093093093093e-06, 1.2419245756668372e-19, 1.2511460002794957e-19, 5.798853305715818e-20, 1.3730068644183572e-19, 1.6675619193838285e-19, 2.0565185806338048e-19
3.1031031031031033e-06, 1.241858091635682e-19, 1.2509782766660529e-19, 5.798123012135057e-20, 1.3729883896361537e-19, 1.6676742804650203e-19, 2.0567319313374899e-19
3.113113113113113e-06, 1.2417922552471458e-19, 1.250812397109914e-19, 5.797395501320719e-20, 1.3729694957456522e-19, 1.667785549951542e-19, 2.05694402276758e-19
3.1231231231231234e-06, 1.2417270594117298e-19, 1.250648339766108e-19, 5.796670785482459e-20, 1.3729501904754243e-19, 1.6678957385006286e-19, 2.0571548642517683e-19
3.133133133133133e-06, 1.2416624971236397e-19, 1.2504860830601946e-19, 5.795948876307655e-20, 1.372930481449976e-19, 1.6680048566580592e-19, 2.0573644650312703e-19
3.1431431431431434e-06, 1.2415985614597313e-19, 1.2503256056848144e-19, 5.795229784971059e-20, 1.3729103761910642e-19, 1.6681129148594206e-19, 2.0575728342617683e-19
3.1531531531531532e-06, 1.2415352455784976e-19, 1.2501668865962832e-19, 5.794513522144287e-20, 1.3728898821189962e-19, 1.668219923431354e-19, 2.057779981014345e-19
3.163163163163163e-06, 1.2414725427190485e-19, 1.2500099050112311e-19, 5.793800098005166e-20, 1.3728690065539123e-19, 1.6683258925927896e-19, 2.0579859142764064e-19
3.1731731731731733e-06, 1.2414104462001168e-19, 1.2498546404032868e-19, 5.793089522246935e-20, 1.3728477567170536e-19, 1.668430832456163e-19, 2.0581906429525924e-19
3.183183183183183e-06, 1.241348949419064e-19, 1.2497010724998024e-19, 5.792381804087305e-20, 1.372826139732011e-19, 1.6685347530286192e-19, 2.058394175865678e-19
3.1931931931931933e-06, 1.24128804585092e-19, 1.249549181278624e-19, 5.791676952277373e-20, 1.372804162625962e-19, 1.6686376642132003e-19, 2.0585965217574614e-19
3.203203203203203e-06, 1.2412277290474092e-19, 1.2493989469649023e-19, 5.790974975110404e-20, 1.3727818323308889e-19, 1.66873957581002e-19, 2.058797689289644e-19
3.2132132132132134e-06, 1.2411679926360104e-19, 1.249250350027946e-19, 5.790275880430468e-20, 1.372759155684782e-19, 1.6688404975174227e-19, 2.0589976870446972e-19
3.2232232232232232e-06, 1.2411088303190146e-19, 1.2491033711781154e-19, 5.789579675640948e-20, 1.3727361394328295e-19, 1.66894043893313e-19, 2.0591965235267204e-19
3.2332332332332335e-06, 1.2410502358726064e-19, 1.2489579913637575e-19, 5.788886367712915e-20, 1.3727127902285899e-19, 1.6690394095553722e-19, 2.0593942071622882e-19
3.2432432432432433e-06, 1.2409922031459453e-19, 1.2488141917681798e-19, 5.788195963193363e-20, 1.372689114635151e-19, 1.6691374187840055e-19, 2.0595907463012875e-19
3.2532532532532535e-06, 1.2409347260602709e-19, 1.2486719538066644e-19, 5.78750846821333e-20, 1.372665119126274e-19, 1.669234475921618e-19, 2.0597861492177444e-19
3.2632632632632633e-06, 1.2408777986080128e-19, 1.2485312591235208e-19, 5.786823888495879e-20, 1.372640810087523e-19, 1.6693305901746202e-19, 2.0599804241106409e-19
3.273273273273273e-06, 1.2408214148519076e-19, 1.248392089589177e-19, 5.786142229363958e-20, 1.3726161938173797e-19, 1.6694257706543233e-19, 2.060173579104723e-19
3.2832832832832834e-06, 1.2407655689241373e-19, 1.248254427297308e-19, 5.785463495748137e-20, 1.3725912765283456e-19, 1.6695200263780037e-19, 2.0603656222512968e-19
3.293293293293293e-06, 1.2407102550254772e-19, 1.248118254562003e-19, 5.784787692194227e-20, 1.3725660643480282e-19, 1.6696133662699563e-19, 2.0605565615290182e-19
3.3033033033033035e-06, 1.240655467424441e-19, 1.247983553914968e-19, 5.784114822870767e-20, 1.3725405633202155e-19, 1.669705799162533e-19, 2.0607464048446702e-19
