t, ekin, erot, evib_1, evib_2, evib_3, evib_4
1.2012012012012013e-07, 1.679623959188092e-19, 1.620457501411577e-19, 5.0294269118605374e-20, 1.1849996072168861e-19, 1.3962901133923193e-19, 1.7857293985589768e-19
1.3013013013013013e-07, 1.6594004461070818e-19, 1.6216356682958403e-19, 5.0644808607688265e-20, 1.1900688493446034e-19, 1.4019834867801747e-19, 1.790506734349322e-19
1.4014014014014013e-07, 1.6404540201246177e-19, 1.6223849410117115e-19, 5.097752201732743e-20, 1.1949089550707685e-19, 1.4074321250622488e-19, 1.7950880095112854e-19
1.5015015015015016e-07, 1.6226913774563703e-19, 1.622742207977693e-19, 5.129359936632336e-20, 1.1995350799489668e-19, 1.4126523526145776e-19, 1.7994862592930634e-19
1.6016016016016016e-07, 1.606026922199331e-19, 1.6227412062193543e-19, 5.1594134543155956e-20, 1.2039611590539186e-19, 1.4176591704061577e-19, 1.8037134676435844e-19
1.7017017017017017e-07, 1.5903820399903336e-19, 1.6224128227794808e-19, 5.188013429675011e-20, 1.2082000205728906e-19, 1.422466379691114e-19, 1.8077806649525852e-19
1.801801801801802e-07, 1.5756844495454682e-19, 1.6217853634010345e-19, 5.21525262696209e-20, 1.2122634873428563e-19, 1.4270866925408798e-19, 1.8116980154274574e-19
1.901901901901902e-07, 1.5618676227336933e-19, 1.6208847924525324e-19, 5.2412166187546096e-20, 1.2161624677679916e-19, 1.4315318307842574e-19, 1.8154748953399698e-19
2.002002002002002e-07, 1.5488702650696624e-19, 1.6197349475382728e-19, 5.265984430495954e-20, 1.2199070373641587e-19, 1.4358126147178244e-19, 1.8191199632143915e-19
2.1021021021021023e-07, 1.536635849566659e-19, 1.6183577317842542e-19, 5.289629119242895e-20, 1.223506512015812e-19, 1.4399390427729447e-19, 1.8226412228899459e-19
2.2022022022022023e-07, 1.525112197797639e-19, 1.6167732864030412e-19, 5.312218294155201e-20, 1.226969513892171e-19, 1.443920363174153e-19, 1.8260460802713806e-19
2.3023023023023023e-07, 1.5142511027932348e-19, 1.6150001458074917e-19, 5.333814585310273e-20, 1.2303040308501294e-19, 1.4477651384931876e-19, 1.829341394478834e-19
2.4024024024024026e-07, 1.5040079890789754e-19, 1.6130553772560616e-19, 5.3544760666059185e-20, 1.2335174700483462e-19, 1.4514813038903147e-19, 1.8325335240196157e-19
2.5025025025025023e-07, 1.494341605735885e-19, 1.6109547067644814e-19, 5.3742566378051686e-20, 1.2366167064078763e-19, 1.4550762197371971e-19, 1.8356283685279496e-19
2.6026026026026026e-07, 1.4852137488723004e-19, 1.608712632804217e-19, 5.39320637016266e-20, 1.239608126477532e-19, 1.4585567192311785e-19, 1.8386314065524115e-19
2.702702702702703e-07, 1.4765890103315635e-19, 1.6063425291224217e-19, 5.4113718195388585e-20, 1.2424976681951862e-19, 1.4619291515376264e-19, 1.8415477298132213e-19
2.8028028028028027e-07, 1.4684345498396303e-19, 1.6038567378569376e-19, 5.42879631044481e-20, 1.245290856978011e-19, 1.4651994209333186e-19, 1.8443820743015262e-19
2.902902902902903e-07, 1.4607198881268439e-19, 1.6012666539798567e-19, 5.44552019405636e-20, 1.2479928385239357e-19, 1.4683730223684025e-19, 1.8471388485492306e-19
3.003003003003003e-07, 1.4534167188458086e-19, 1.5985828019812249e-19, 5.461581082884612e-20, 1.2506084086623818e-19, 1.471455073816103e-19, 1.8498221593599262e-19
3.103103103103103e-07, 1.4464987373585314e-19, 1.5958149055981672e-19, 5.477014064481651e-20, 1.2531420405536848e-19, 1.4744503457370882e-19, 1.8524358352582686e-19
3.2032032032032033e-07, 1.4399414846855886e-19, 1.5929719513018837e-19, 5.49185189629129e-20, 1.2555979095027956e-19, 1.477363287948424e-19, 1.854983447886084e-19
3.3033033033033036e-07, 1.4337222051024082e-19, 1.5900622461737716e-19, 5.50612518351856e-20, 1.257979915623208e-19, 1.4801980541546367e-19, 1.8574683315480254e-19
3.4034034034034033e-07, 1.4278197160364057e-19, 1.5870934707308283e-19, 5.519862541684492e-20, 1.26029170456104e-19, 1.4829585243699486e-19, 1.8598936010872342e-19
3.5035035035035036e-07, 1.4222142890668703e-19, 1.5840727271981086e-19, 5.5330907453506e-20, 1.2625366864663185e-19, 1.4856483254357369e-19, 1.8622621682518113e-19
3.603603603603604e-07, 1.416887540959755e-19, 1.5810065836712288e-19, 5.54583486433713e-20, 1.2647180533783677e-19, 1.4882708498152494e-19, 1.864576756695592e-19
3.7037037037037036e-07, 1.411822333784322e-19, 1.5779011145637135e-19, 5.558118388617755e-20, 1.2668387951744504e-19, 1.4908292728281862e-19, 1.8668399157414588e-19
3.803803803803804e-07, 1.4070026832598228e-19, 1.5747619376915304e-19, 5.569963342948616e-20, 1.2689017142151154e-19, 1.4933265684706228e-19, 1.8690540330219525e-19
3.903903903903904e-07, 1.4024136745698187e-19, 1.5715942483097134e-19, 5.581390392179201e-20, 1.2709094388058431e-19, 1.4957655239505847e-19, 1.871221346100025e-19
4.004004004004004e-07, 1.3980413849608248e-19, 1.5684028503829003e-19, 5.592418938094914e-20, 1.2728644355822983e-19, 1.4981487530561672e-19, 1.8733439531622238e-19
4.104104104104104e-07, 1.393872812512051e-19, 1.5651921853423598e-19, 5.603067208554511e-20, 1.2747690209156026e-19, 1.500478708461198e-19, 1.875423822867243e-19
4.2042042042042045e-07, 1.389895810525142e-19, 1.5619663585561742e-19, 5.613352339608745e-20, 1.2766253714243796e-19, 1.5027576930628698e-19, 1.8774628034244645e-19
4.3043043043043043e-07, 1.3860990270379796e-19, 1.558729163716269e-19, 5.623290451218178e-20, 1.2784355336717173e-19, 1.504987870436392e-19, 1.8794626309697293e-19
4.4044044044044046e-07, 1.3824718490157243e-19, 1.5554841053255808e-19, 5.632896717127288e-20, 1.2802014331175417e-19, 1.5071712744833386e-19, 1.8814249372989918e-19
4.504504504504505e-07, 1.379004350815951e-19, 1.5522344194505146e-19, 5.642185429397809e-20, 1.2819248823900722e-19, 1.5093098183429301e-19, 1.8833512570146568e-19
4.6046046046046046e-07, 1.375687246563711e-19, 1.5489830928876914e-19, 5.651170058055809e-20, 1.283607588933933e-19, 1.5114053026288361e-19, 1.8852430341341533e-19
4.704704704704705e-07, 1.3725118461071116e-19, 1.5457328808795928e-19, 5.659863306263856e-20, 1.285251162087052e-19, 1.5134594230481388e-19, 1.8871016282056245e-19
4.804804804804805e-07, 1.3694700142551445e-19, 1.5424863235008564e-19, 5.668277161390874e-20, 1.286857119633604e-19, 1.5154737774537917e-19, 1.8889283199714217e-19
4.904904904904905e-07, 1.3665541330272733e-19, 1.5392457608254936e-19, 5.676422942317708e-20, 1.2884268938758899e-19, 1.5174498723771378e-19, 1.89072431661634e-19
5.005005005005005e-07, 1.3637570666692877e-19, 1.536013346975023e-19, 5.684311343285322e-20, 1.2899618372641203e-19, 1.519389129082784e-19, 1.8924907566341582e-19
5.105105105105105e-07, 1.361072129212257e-19, 1.5327910631383031e-19, 5.691952474564665e-20, 1.2914632276195573e-19, 1.5212928891842954e-19, 1.894228714343026e-19
5.205205205205205e-07, 1.3584930543715682e-19, 1.5295807296455916e-19, 5.699355900202168e-20, 1.292932272983299e-19, 1.5231624198557157e-19, 1.8959392040775133e-19
5.305305305305306e-07, 1.356013967601096e-19, 1.526384017171928e-19, 5.70653067307224e-20, 1.2943701161201404e-19, 1.5249989186708272e-19, 1.8976231840826906e-19
5.405405405405406e-07, 1.3536293601338308e-19, 1.523202457138275e-19, 5.713485367447826e-20, 1.2957778387043726e-19, 1.5268035180992539e-19, 1.8992815601333908e-19
5.505505505505506e-07, 1.3513340648550324e-19, 1.5200374513728315e-19, 5.720228109281693e-20, 1.2971564652120635e-19, 1.5285772896859954e-19, 1.9009151888998128e-19
5.605605605605605e-07, 1.349123233867155e-19, 1.5168902810895202e-19, 5.726766604374564e-20, 1.2985069665422636e-19, 1.5303212479386893e-19, 1.90252488107882e-19
5.705705705705706e-07, 1.3469923176178415e-19, 1.5137621152357579e-19, 5.733108164591213e-20, 1.2998302633876846e-19, 1.5320363539448457e-19, 1.9041114043086553e-19
5.805805805805806e-07, 1.3449370454731013e-19, 1.5106540182571928e-19, 5.739259732272055e-20, 1.3011272293736766e-19, 1.5337235187394186e-19, 1.9056754858833104e-19
5.905905905905906e-07, 1.3429534076276355e-19, 1.507566957323099e-19, 5.745227902975493e-20, 1.3023986939827724e-19, 1.5353836064413958e-19, 1.9072178152814531e-19
6.006006006006006e-07, 1.3410376382531256e-19, 1.5045018090524852e-19, 5.751018946675077e-20, 1.3036454452806538e-19, 1.5370174371765418e-19, 1.9087390465235915e-19
6.106106106106107e-07, 1.3391861997934797e-19, 1.501459365777698e-19, 5.756638827525423e-20, 1.3048682324581018e-19, 1.5386257898020385e-19, 1.9102398003700455e-19
6.206206206206206e-07, 1.337395768323321e-19, 1.4984403413793028e-19, 5.762093222301617e-20, 1.3060677682023295e-19, 1.5402094044474948e-19, 1.9117206663712953e-19
6.306306306306306e-07, 1.3356632198927272e-19, 1.4954453767233198e-19, 5.767387537608415e-20, 1.307244730910025e-19, 1.541768984885642e-19, 1.9131822047813493e-19
6.406406406406407e-07, 1.3339856177873144e-19, 1.4924750447294197e-19, 5.772526925947941e-20, 1.308399766753462e-19, 1.5433052007449726e-19, 1.9146249483439434e-19
6.506506506506507e-07, 1.3323602006383293e-19, 1.4895298550964316e-19, 5.77751630072756e-20, 1.3095334916101467e-19, 1.5448186895756273e-19, 1.916049403960614e-19
6.606606606606607e-07, 1.3307843713225174e-19, 1.4866102587094619e-19, 5.782360350283275e-20, 1.3106464928656594e-19, 1.5463100587789468e-19, 1.917456054248992e-19
6.706706706706706e-07, 1.3292556865960932e-19, 1.483716651751052e-19, 5.787063550988167e-20, 1.31173933109861e-19, 1.5477798874103092e-19, 1.9188453589990243e-19
6.806806806806807e-07, 1.327771847411494e-19, 1.4808493795370838e-19, 5.791630179510051e-20, 1.3128125416559441e-19, 1.5492287278641351e-19, 1.920217756534243e-19
6.906906906906907e-07, 1.3263306898694005e-19, 1.4780087400965755e-19, 5.796064324277673e-20, 1.3138666361262174e-19, 1.5506571074492734e-19, 1.9215736649846708e-19
7.007007007007007e-07, 1.324930176762109e-19, 1.4751949875130753e-19, 5.800369896210283e-20, 1.314902103717883e-19, 1.5520655298623572e-19, 1.9229134834774523e-19
7.107107107107107e-07, 1.3235683896675937e-19, 1.4724083350440395e-19, 5.804550638761336e-20, 1.315919412549119e-19, 1.5534544765661622e-19, 1.924237593250858e-19
7.207207207207208e-07, 1.3222435215566112e-19, 1.469648958033377e-19, 5.808610137323299e-20, 1.3169190108552325e-19, 1.554824408079472e-19, 1.9255463586968836e-19
7.307307307307307e-07, 1.3209538698779513e-19, 1.466916996631227e-19, 5.812551828037081e-20, 1.3179013281192452e-19, 1.5561757651844818e-19, 1.926840128337292e-19
7.407407407407407e-07, 1.3196978300894695e-19, 1.464212558334018e-19, 5.816379006046443e-20, 1.3188667761308496e-19, 1.5575089700573308e-19, 1.9281192357375934e-19
7.507507507507508e-07, 1.318473889604868e-19, 1.4615357203569186e-19, 5.820094833234784e-20, 1.3198157499785586e-19, 1.558824427326948e-19, 1.929384000363133e-19
7.607607607607608e-07, 1.317280622128381e-19, 1.458886531849918e-19, 5.823702345479036e-20, 1.320748628979517e-19, 1.560122525067027e-19, 1.9306347283811588e-19
7.707707707707708e-07, 1.3161166823514347e-19, 1.4562650159679837e-19, 5.8272044594529e-20, 1.3216657775511317e-19, 1.5614036357255966e-19, 1.9318717134124687e-19
7.807807807807808e-07, 1.3149808009872674e-19, 1.4536711718050032e-19, 5.830603979009358e-20, 1.3225675460283825e-19, 1.56266811699634e-19, 1.9330952372359769e-19
7.907907907907908e-07, 1.3138717801211016e-19, 1.451104976200537e-19, 5.833903601170293e-20, 1.3234542714303995e-19, 1.5639163126355242e-19, 1.9343055704493134e-19
8.008008008008008e-07, 1.3127884888550965e-19, 1.448566385427783e-19, 5.837105921749084e-20, 1.324326278179648e-19, 1.5651485532281243e-19, 1.9355029730883452e-19
8.108108108108108e-07, 1.3117298592286893e-19, 1.4460553367705716e-19, 5.840213440630237e-20, 1.3251838787768245e-19, 1.5663651569064856e-19, 1.9366876952083107e-19
8.208208208208208e-07, 1.3106948823963257e-19, 1.4435717499966725e-19, 5.843228566728458e-20, 1.3260273744343587e-19, 1.5675664300246279e-19, 1.937859977429075e-19
8.308308308308309e-07, 1.30968260504578e-19, 1.4411155287341945e-19, 5.846153622647993e-20, 1.3268570556712096e-19, 1.5687526677910853e-19, 1.9390200514468377e-19
8.408408408408409e-07, 1.308692126041421e-19, 1.4386865617574036e-19, 5.848990849061663e-20, 1.3276732028714673e-19, 1.569924154862978e-19, 1.94016814051447e-19
8.508508508508508e-07, 1.307722593277862e-19, 1.4362847241878515e-19, 5.851742408827682e-20, 1.3284760868090957e-19, 1.5710811659038238e-19, 1.941304459892504e-19
8.608608608608609e-07, 1.306773200730385e-19, 1.4339098786163134e-19, 5.854410390861104e-20, 1.3292659691409976e-19, 1.5722239661074312e-19, 1.9424292172726679e-19
8.708708708708709e-07, 1.3058431856894675e-19, 1.4315618761506622e-19, 5.856996813775616e-20, 1.330043102870431e-19, 1.5733528116900565e-19, 1.943542613175726e-19
8.808808808808809e-07, 1.3049318261676012e-19, 1.4292405573944685e-19, 5.859503629310347e-20, 1.3308077327826743e-19, 1.5744679503528573e-19, 1.9446448413252692e-19
8.908908908908909e-07, 1.3040384384673332e-19, 1.426945753360795e-19, 5.861932725555344e-20, 1.331560095854709e-19, 1.5755696217165434e-19, 1.9457360889989902e-19
9.00900900900901e-07, 1.3031623749002578e-19, 1.424677286325357e-19, 5.86428592998849e-20, 1.3323004216405702e-19, 1.5766580577299958e-19, 1.9468165373588747e-19
9.109109109109109e-07, 1.30230302164732e-19, 1.42243497062295e-19, 5.866565012335767e-20, 1.3330289326339047e-19, 1.5777334830545078e-19, 1.9478863617616469e-19
9.209209209209209e-07, 1.301459796751429e-19, 1.420218613390786e-19, 5.868771687265993e-20, 1.3337458446091808e-19, 1.578796115425192e-19, 1.9489457320507174e-19
9.30930930930931e-07, 1.3006321482340325e-19, 1.418028015262143e-19, 5.870907616930403e-20, 1.3344513669428887e-19, 1.5798461659909983e-19, 1.9499948128308027e-19
9.40940940940941e-07, 1.29981955232774e-19, 1.4158629710135072e-19, 5.872974413356797e-20, 1.335145702915991e-19, 1.580883839634686e-19, 1.9510337637263022e-19
9.50950950950951e-07, 1.2990215118177157e-19, 1.413723270168191e-19, 5.874973640707309e-20, 1.3358290499987976e-19, 1.5819093352740135e-19, 1.9520627396244566e-19
9.60960960960961e-07, 1.2982375544849576e-19, 1.4116086975591998e-19, 5.876906817408284e-20, 1.336501600119362e-19, 1.5829228461453206e-19, 1.9530818909042373e-19
9.70970970970971e-07, 1.2974672316450403e-19, 1.4095190338539592e-19, 5.878775418160169e-20, 1.3371635399164246e-19, 1.5839245600706043e-19, 1.95409136365186e-19
9.80980980980981e-07, 1.296710116776357e-19, 1.4074540560433308e-19, 5.880580875834852e-20, 1.3378150509778636e-19, 1.5849146597091158e-19, 1.9550912998637525e-19
9.90990990990991e-07, 1.2959658042322128e-19, 1.4054135378972013e-19, 5.882324583267356e-20, 1.338456310065551e-19, 1.5858933227944436e-19, 1.9560818376377612e-19
1.001001001001001e-06, 1.2952339080315418e-19, 1.4033972503887726e-19, 5.884007894948386e-20, 1.3390874893274537e-19, 1.5868607223579796e-19, 1.9570631113533188e-19
1.011011011011011e-06, 1.294514060723331e-19, 1.4014049620895517e-19, 5.885632128623795e-20, 1.3397087564977659e-19, 1.5878170269396142e-19, 1.958035251841262e-19
1.021021021021021e-06, 1.2938059123201468e-19, 1.399436439536909e-19, 5.887198566806635e-20, 1.340320275085807e-19, 1.5887624007864444e-19, 1.958998386543935e-19
1.031031031031031e-06, 1.2931091292964524e-19, 1.3974914475759521e-19, 5.888708458207125e-20, 1.3409222045543758e-19, 1.5896970040402366e-19, 1.9599526396661755e-19
1.041041041041041e-06, 1.292423393647716e-19, 1.395569749677358e-19, 5.890163019085503e-20, 1.3415147004882041e-19, 1.590620992914332e-19, 1.9608981323177451e-19
1.051051051051051e-06, 1.2917484020064892e-19, 1.393671108232692e-19, 5.891563434532416e-20, 1.342097914753113e-19, 1.591534519860642e-19, 1.9618349826477283e-19
1.0610610610610611e-06, 1.2910838648119583e-19, 1.3917952848286565e-19, 5.89291085968123e-20, 1.3426719956464387e-19, 1.5924377337273397e-19, 1.9627633059713898e-19
1.0710710710710711e-06, 1.2904295055296423e-19, 1.3899420405016102e-19, 5.894206420856325e-20, 1.3432370880392567e-19, 1.5933307799078136e-19, 1.9636832148899503e-19
1.0810810810810812e-06, 1.2897850599181313e-19, 1.3881111359736233e-19, 5.895451216661229e-20, 1.3437933335109002e-19, 1.5942138004814153e-19, 1.9645948194037123e-19
1.0910910910910912e-06, 1.289150275339968e-19, 1.3863023318712462e-19, 5.89664631901016e-20, 1.344340870476238e-19, 1.5950869343464984e-19, 1.9654982270189387e-19
1.1011011011011012e-06, 1.288524910113942e-19, 1.3845153889281017e-19, 5.897792774106355e-20, 1.3448798343061462e-19, 1.5959503173462156e-19, 1.9663935428488632e-19
1.111111111111111e-06, 1.2879087329062541e-19, 1.3827500681723364e-19, 5.898891603370333e-20, 1.3454103574415852e-19, 1.5968040823875098e-19, 1.9672808697091862e-19
1.121121121121121e-06, 1.287301522158138e-19, 1.3810061310999025e-19, 5.899943804321041e-20, 1.345932569501661e-19, 1.5976483595537104e-19, 1.9681603082083895e-19
1.131131131131131e-06, 1.2867030655477286e-19, 1.379283339834582e-19, 5.900950351412674e-20, 1.346446597386031e-19, 1.5984832762111169e-19, 1.9690319568331803e-19
1.1411411411411411e-06, 1.2861131594840443e-19, 1.3775814572756072e-19, 5.901912196829738e-20, 1.3469525653719923e-19, 1.5993089571099305e-19, 1.969895912029357e-19
1.1511511511511512e-06, 1.285531608631137e-19, 1.375900247233676e-19, 5.902830271242835e-20, 1.347450595206565e-19, 1.6001255244798724e-19, 1.9707522682783714e-19
1.1611611611611612e-06, 1.2849582254605386e-19, 1.3742394745561134e-19, 5.903705484527417e-20, 1.347940806193869e-19, 1.6009330981208014e-19, 1.971601118169841e-19
1.1711711711711712e-06, 1.2843928298302973e-19, 1.3725989052418806e-19, 5.904538726447676e-20, 1.348423315278069e-19, 1.601731795488633e-19, 1.972442552470258e-19
1.1811811811811812e-06, 1.2838352485889566e-19, 1.3709783065470913e-19, 5.905330867307584e-20, 1.3488982371221524e-19, 1.6025217317768322e-19, 1.9732766601881146e-19
1.1911911911911913e-06, 1.2832853152029686e-19, 1.3693774470816537e-19, 5.90608275857096e-20, 1.3493656841827787e-19, 1.6033030199937483e-19, 1.9741035286356609e-19
1.2012012012012013e-06, 1.2827428694061017e-19, 1.3677960968976138e-19, 5.90679523345235e-20, 1.349825766781434e-19, 1.6040757710360283e-19, 1.974923243487492e-19
1.2112112112112113e-06, 1.2822077568695194e-19, 1.366234027569747e-19, 5.907469107480379e-20, 1.350278593172104e-19, 1.6048400937583454e-19, 1.9757358888361527e-19
1.2212212212212213e-06, 1.2816798288912321e-19, 1.364691012268903e-19, 5.908105179035136e-20, 1.3507242696056676e-19, 1.6055960950396558e-19, 1.9765415472449324e-19
1.2312312312312312e-06, 1.2811589421038166e-19, 1.3631668258285815e-19, 5.908704229861064e-20, 1.3511629003911988e-19, 1.6063438798461856e-19, 1.9773402997980164e-19
1.2412412412412412e-06, 1.2806449581991987e-19, 1.3616612448051884e-19, 5.90926702555673e-20, 1.351594587954359e-19, 1.6070835512913385e-19, 1.9781322261481482e-19
1.2512512512512512e-06, 1.280137743669551e-19, 1.3601740475323874e-19, 5.909794316042775e-20, 1.352019432893042e-19, 1.607815210692702e-19, 1.9789174045619452e-19
1.2612612612612613e-06, 1.2796371695632796e-19, 1.3587050141699426e-19, 5.910286836009248e-20, 1.3524375340304313e-19, 1.6085389576263217e-19, 1.9796959119630066e-19
1.2712712712712713e-06, 1.2791431112551879e-19, 1.3572539267474187e-19, 5.910745305343481e-20, 1.3528489884656158e-19, 1.6092548899783964e-19, 1.9804678239729386e-19
1.2812812812812813e-06, 1.2786554482299936e-19, 1.355820569203085e-19, 5.911170429539574e-20, 1.353253891621903e-19, 1.6099631039945472e-19, 1.9812332149504185e-19
1.2912912912912913e-06, 1.278174063878348e-19, 1.3544047274183453e-19, 5.911562900090489e-20, 1.3536523372929592e-19, 1.610663694326794e-19, 1.9819921580284092e-19
1.3013013013013014e-06, 1.2776988453046347e-19, 1.3530061892479988e-19, 5.911923394863716e-20, 1.3540444176868977e-19, 1.6113567540783734e-19, 1.98274472514963e-19
1.3113113113113114e-06, 1.277229683145819e-19, 1.3516247445466132e-19, 5.912252578461394e-20, 1.3544302234684327e-19, 1.6120423748465176e-19, 1.9834909871003836e-19
1.3213213213213214e-06, 1.2767664714007077e-19, 1.3502601851912797e-19, 5.91255110256573e-20, 1.354809843799202e-19, 1.6127206467633115e-19, 1.9842310135428315e-19
1.3313313313313315e-06, 1.2763091072689547e-19, 1.3489123051009966e-19, 5.912819606270493e-20, 1.355183366376365e-19, 1.6133916585347336e-19, 1.9849648730458064e-19
1.3413413413413413e-06, 1.2758574909992605e-19, 1.3475809002529168e-19, 5.91305871639935e-20, 1.355550877469566e-19, 1.6140554974779838e-19, 1.9856926331142427e-19
1.3513513513513513e-06, 1.2754115257462013e-19, 1.3462657686956787e-19, 5.913269047811704e-20, 1.355912461956357e-19, 1.6147122495571934e-19, 1.986414360217304e-19
1.3613613613613613e-06, 1.274971117435164e-19, 1.3449667105600233e-19, 5.91345120369673e-20, 1.3562682033561609e-19, 1.615361999417605e-19, 1.987130119815279e-19
1.3713713713713714e-06, 1.274536174634914e-19, 1.3436835280668942e-19, 5.913605775856191e-20, 1.3566181838628545e-19, 1.6160048304183092e-19, 1.9878399763853146e-19
1.3813813813813814e-06, 1.2741066084373308e-19, 1.3424160255331958e-19, 5.913733344976644e-20, 1.356962484376048e-19, 1.6166408246636145e-19, 1.9885439934460514e-19
1.3913913913913914e-06, 1.2736823323438927e-19, 1.3411640093753822e-19, 5.913834480891564e-20, 1.3573011845311278e-19, 1.6172700630331276e-19, 1.9892422335812193e-19
1.4014014014014014e-06, 1.2732632621584856e-19, 1.339927288111034e-19, 5.913909742833908e-20, 1.3576343627281308e-19, 1.617892625210612e-19, 1.9899347584622533e-19
1.4114114114114115e-06, 1.2728493158861926e-19, 1.3387056723585693e-19, 5.913959679679604e-20, 1.3579620961595113e-19, 1.618508589711691e-19, 1.9906216288699803e-19
1.4214214214214215e-06, 1.2724404136376877e-19, 1.3374989748352303e-19, 5.91398483018242e-20, 1.3582844608368575e-19, 1.6191180339104582e-19, 1.9913029047154287e-19
1.4314314314314315e-06, 1.2720364775388914e-19, 1.3363070103534732e-19, 5.913985723200649e-20, 1.3586015316166154e-19, 1.6197210340650526e-19, 1.9919786450598076e-19
1.4414414414414416e-06, 1.2716374316456001e-19, 1.3351295958158838e-19, 5.913962877916003e-20, 1.3589133822248678e-19, 1.6203176653422535e-19, 1.9926489081336988e-19
1.4514514514514516e-06, 1.2712432018627866e-19, 1.3339665502087336e-19, 5.913916804045112e-20, 1.3592200852812214e-19, 1.6209080018411463e-19, 1.9933137513555062e-19
1.4614614614614614e-06, 1.2708537158682752e-19, 1.3328176945942805e-19, 5.91384800204398e-20, 1.3595217123218432e-19, 1.6214921166159092e-19, 1.9939732313491985e-19
1.4714714714714714e-06, 1.2704689030405733e-19, 1.3316828521019154e-19, 5.913756963305736e-20, 1.3598183338216927e-19, 1.6220700816977645e-19, 1.994627403961385e-19
1.4814814814814815e-06, 1.2700886943905693e-19, 1.3305618479182491e-19, 5.913644170352011e-20, 1.3601100192159888e-19, 1.6226419681161383e-19, 1.995276324277758e-19
1.4914914914914915e-06, 1.2697130224969037e-19, 1.329454509276223e-19, 5.913510097018222e-20, 1.36039683692095e-19, 1.6232078459190704e-19, 1.9959200466389355e-19
1.5015015015015015e-06, 1.2693418214447812e-19, 1.3283606654433294e-19, 5.913355208633082e-20, 1.3606788543538447e-19, 1.62376778419291e-19, 1.9965586246557326e-19
1.5115115115115115e-06, 1.268975026768021e-19, 1.327280147709015e-19, 5.913179962192559e-20, 1.3609561379523835e-19, 1.6243218510813356e-19, 1.9971921112238952e-19
1.5215215215215216e-06, 1.2686125753941712e-19, 1.326212789371339e-19, 5.912984806528581e-20, 1.3612287531934872e-19, 1.6248701138037305e-19, 1.9978205585383193e-19
1.5315315315315316e-06, 1.268254405592488e-19, 1.3251584257229558e-19, 5.912770182472706e-20, 1.3614967646114602e-19, 1.6254126386729487e-19, 1.9984440181067825e-19
1.5415415415415416e-06, 1.2679004569246199e-19, 1.3241168940364777e-19, 5.912536523014971e-20, 1.3617602358155986e-19, 1.6259494911124982e-19, 1.9990625407632144e-19
1.5515515515515517e-06, 1.2675506701978484e-19, 1.323088033549284e-19, 5.912284253458169e-20, 1.362019229507257e-19, 1.6264807356731727e-19, 1.9996761766805253e-19
1.5615615615615617e-06, 1.267204987420729e-19, 1.3220716854478252e-19, 5.912013791567717e-20, 1.3622738074964034e-19, 1.627006436049156e-19, 2.0002849753830186e-19
1.5715715715715717e-06, 1.266863351760988e-19, 1.321067692851474e-19, 5.911725547717331e-20, 1.362524030717681e-19, 1.6275266550936262e-19, 2.0008889857584033e-19
1.5815815815815815e-06, 1.2665257075055481e-19, 1.3200759007959728e-19, 5.911419925030684e-20, 1.3627699592460059e-19, 1.6280414548338823e-19, 2.0014882560694286e-19
1.5915915915915916e-06, 1.2661920000225764e-19, 1.3190961562165192e-19, 5.911097319519207e-20, 1.3630116523117145e-19, 1.628550896486016e-19, 2.0020828339651583e-19
1.6016016016016016e-06, 1.2658621757254137e-19, 1.3181283079305321e-19, 5.910758120216205e-20, 1.3632491683152885e-19, 1.6290550404691507e-19, 2.0026727664919e-19
1.6116116116116116e-06, 1.265536182038283e-19, 1.3171722066201367e-19, 5.910402709307441e-20, 1.363482564841668e-19, 1.6295539464192644e-19, 2.0032581001038093e-19
1.6216216216216216e-06, 1.2652139673636905e-19, 1.316227704814403e-19, 5.910031462258321e-20, 1.3637118986741795e-19, 1.630047673202621e-19, 2.0038388806731783e-19
1.6316316316316317e-06, 1.2648954810514096e-19, 1.3152946568713744e-19, 5.909644747937829e-20, 1.3639372258080872e-19, 1.630536278928821e-19, 2.0044151535004299e-19
1.6416416416416417e-06, 1.2645806733689484e-19, 1.3143729189599122e-19, 5.909242928739337e-20, 1.364158601463791e-19, 1.6310198209634953e-19, 2.0049869633238245e-19
1.6516516516516517e-06, 1.264269495473443e-19, 1.313462349041391e-19, 5.908826360698417e-20, 1.3643760800996815e-19, 1.631498355940651e-19, 2.0055543543288967e-19
1.6616616616616618e-06, 1.263961899384873e-19, 1.312562806851267e-19, 5.908395393607754e-20, 1.364589715424667e-19, 1.6319719397746906e-19, 2.0061173701576325e-19
1.6716716716716718e-06, 1.2636578379605325e-19, 1.3116741538805449e-19, 5.907950371129297e-20, 1.364799560410388e-19, 1.6324406276721138e-19, 2.006676053917397e-19
1.6816816816816818e-06, 1.2633572648706826e-19, 1.3107962533571723e-19, 5.907491630903732e-20, 1.365005667303131e-19, 1.632904474142919e-19, 2.0072304481896262e-19
1.6916916916916916e-06, 1.2630601345753365e-19, 1.3099289702273726e-19, 5.907019504657384e-20, 1.365208087635453e-19, 1.633363533011714e-19, 2.0077805950382907e-19
1.7017017017017017e-06, 1.2627664023020723e-19, 1.3090721711369473e-19, 5.906534318306645e-20, 1.3654068722375277e-19, 1.6338178574285509e-19, 2.008326536018142e-19
